dataset_id,original,paraphrased,sentiment,original_clean,paraphrased_clean,semantic_distance
1,Wondering how the hell to get out of this dreadful sleep cycle. I'm EXHAUSTED but I can't sleep! Aargh ,Trying to figure out how on earth to break free from this awful sleep pattern. I'm WORN OUT yet I can't fall asleep! Ugh,negative,Wondering how the hell to get out of this dreadful sleep cycle. I'm EXHAUSTED but I can't sleep! Aargh,Trying to figure out how on earth to break free from this awful sleep pattern. I'm WORN OUT yet I can't fall asleep! Ugh,0.27286005
1,just seen wolverine...twas really FANTASTIC!!!  i LOVE YOU HUGH JACKMAN!!!,I just watched Wolverine... it was absolutely AMAZING!!! I ADORE YOU HUGH JACKMAN!!!,positive,just seen wolverine...twas really FANTASTIC!!!  i LOVE YOU HUGH JACKMAN!!!,I just watched Wolverine... it was absolutely AMAZING!!! I ADORE YOU HUGH JACKMAN!!!,0.06834161
1,wish i coulda gone to red white and boom ,I really wanted to attend Red White and Boom,negative,wish i coulda gone to red white and boom,I really wanted to attend Red White and Boom,0.22003508
1,My poor little baby has a fever from his shots   He looks so miserable,My sweet little one is running a temperature from his vaccinations   He appears so uncomfortable,negative,My poor little baby has a fever from his shots   He looks so miserable,My sweet little one is running a temperature from his vaccinations   He appears so uncomfortable,0.2840671
4,I hate the feeling of having been slimed in the name of High Art.,I despise the sensation of being exploited under the guise of sophisticated culture.,negative,I hate the feeling of having been slimed in the name of High Art.,I despise the sensation of being exploited under the guise of sophisticated culture.,0.6151192
4,"If villainous vampires are your cup of blood, Blade 2 is definitely a cut above the rest.","If you have a taste for malevolent bloodsuckers, Blade 2 certainly stands out from the crowd.",positive,"If villainous vampires are your cup of blood, Blade 2 is definitely a cut above the rest.","If you have a taste for malevolent bloodsuckers, Blade 2 certainly stands out from the crowd.",0.28645337
4,"No big whoop, nothing new to see, zero thrills, too many flashbacks and a choppy ending make for a bad film.","Nothing special here, same old stuff, completely boring, excessive flashbacks and a disjointed conclusion result in a terrible movie.",negative,"No big whoop, nothing new to see, zero thrills, too many flashbacks and a choppy ending make for a bad film.","Nothing special here, same old stuff, completely boring, excessive flashbacks and a disjointed conclusion result in a terrible movie.",0.30192244
4,"It's a lovely, sad dance highlighted by Kwan's unique directing style.","It's a beautiful, melancholic dance enhanced by Kwan's distinctive directorial approach.",positive,"It's a lovely, sad dance highlighted by Kwan's unique directing style.","It's a beautiful, melancholic dance enhanced by Kwan's distinctive directorial approach.",0.10673189
4,Aggressive self-glorification and a manipulative whitewash.,Self-aggrandizing propaganda and a deceptive cover-up.,negative,Aggressive self-glorification and a manipulative whitewash.,Self-aggrandizing propaganda and a deceptive cover-up.,0.59624916
1,"@hotmanila Haha! If your journey of discovery turns out to be bogus, forget fengshui &amp; start going out on dates again. ","@hotmanila Haha! If this path of self-discovery ends up being nonsense, ditch the feng shui and get back to dating!",positive,"@hotmanila Haha! If your journey of discovery turns out to be bogus, forget fengshui & start going out on dates again.","@hotmanila Haha! If this path of self-discovery ends up being nonsense, ditch the feng shui and get back to dating!",0.1838265
1,Angels and Demons is cool!!!! ,Angels and Demons is amazing!!!!,positive,Angels and Demons is cool!!!!,Angels and Demons is amazing!!!!,0.04735291
1,@rockchick_30 haha It'll be autumn before we know it...snow next!  x,@rockchick_30 haha Autumn will be here in no time...then it's snow season! x,positive,@rockchick_30 haha It'll be autumn before we know it...snow next!  x,@rockchick_30 haha Autumn will be here in no time...then it's snow season! x,0.06646913
1,"@awlred they dont exist  however, anodising services do exist, so i could get it done *-)","@awlred they're not a thing, but anodizing services are available, so I could have it done *-)",negative,"@awlred they dont exist  however, anodising services do exist, so i could get it done *-)","@awlred they're not a thing, but anodizing services are available, so I could have it done *-)",0.124076724
1,@ladysinh http://twitpic.com/7ej8y - awesome shot. Did you show it to Gil? ,@ladysinh http://twitpic.com/7ej8y - amazing photo. Have you shared it with Gil?,positive,@ladysinh http://twitpic.com/7ej8y - awesome shot. Did you show it to Gil?,@ladysinh http://twitpic.com/7ej8y - amazing photo. Have you shared it with Gil?,0.14886361
1,is sad that she cant go to the movies cuz everyones busy. ,is disappointed that she's unable to go to the movies since everyone has other commitments.,negative,is sad that she cant go to the movies cuz everyones busy.,is disappointed that she's unable to go to the movies since everyone has other commitments.,0.20806044
1,2nd day of workout... and no sig... ,Second day of training... still no signal...,positive,2nd day of workout... and no sig...,Second day of training... still no signal...,0.48723483
1,@GayleWriter oooo good luck! But seriously I hear that's super hot right now anyway ,@GayleWriter Wishing you the best! I've actually heard that's really in demand these days too,positive,@GayleWriter oooo good luck! But seriously I hear that's super hot right now anyway,@GayleWriter Wishing you the best! I've actually heard that's really in demand these days too,0.35497868
1,"Last night's dreams were better. Flying (again), but in Hawaii instead of my usual flights around Seattle. Landed on a gorgeous beach. ","My dreams improved last night. Another flying dream, though this time I soared over Hawaii rather than my typical Seattle routes. Touched down on a beautiful beach.",positive,"Last night's dreams were better. Flying (again), but in Hawaii instead of my usual flights around Seattle. Landed on a gorgeous beach.","My dreams improved last night. Another flying dream, though this time I soared over Hawaii rather than my typical Seattle routes. Touched down on a beautiful beach.",0.08868015
4,What (Frei) gives us ... is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows.,What Frei provides is an artist who exploits the aftermath of conflict -- rather than the combat itself -- to produce the type of aesthetic images that populate gallery exhibitions.,positive,What (Frei) gives us ... is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows.,What Frei provides is an artist who exploits the aftermath of conflict -- rather than the combat itself -- to produce the type of aesthetic images that populate gallery exhibitions.,0.18660957
1,Is blasting TUNES!!! And ignoring the bangs of my neighbours LMFAO!!! Shut up Maaan! ,Playing music LOUD!!! And totally disregarding my neighbors' pounding HAHA!!! Be quiet Dude!,positive,Is blasting TUNES!!! And ignoring the bangs of my neighbours LMFAO!!! Shut up Maaan!,Playing music LOUD!!! And totally disregarding my neighbors' pounding HAHA!!! Be quiet Dude!,0.41440445
1,extremely bored... last day of schoo ,So bored... final day of school,negative,extremely bored... last day of schoo,So bored... final day of school,0.33597344
1,"my lip is swollen, i look like the elephant man  i can hear the angry villagers with pitchforks already ",My lip is so puffy that I resemble the Elephant Man - I can already hear the furious mob approaching with their pitchforks.,negative,"my lip is swollen, i look like the elephant man  i can hear the angry villagers with pitchforks already",My lip is so puffy that I resemble the Elephant Man - I can already hear the furious mob approaching with their pitchforks.,0.18045086
1,@MissNattyBaby OMGGG!!!!!!!!! THANKS ALOT!!  Love You Sex oxoxoxo &lt;3,@MissNattyBaby OH MY GOODNESS!!!!!!!!! THANK YOU SO MUCH!! Love You Lots xoxoxo &lt;3,negative,@MissNattyBaby OMGGG!!!!!!!!! THANKS ALOT!!  Love You Sex oxoxoxo <3,@MissNattyBaby OH MY GOODNESS!!!!!!!!! THANK YOU SO MUCH!! Love You Lots xoxoxo <3,0.22321713
1,@plutobob Awesome  We rule! ;),@plutobob Fantastic! We're crushing it! ;),positive,@plutobob Awesome  We rule! ;),@plutobob Fantastic! We're crushing it! ;),0.19375801
1,"I said...&quot;The plan of God isn't thrawted by our humanity, but fulfilled in spite of us.&quot; &amp; mom laughed at me!! ","I told her, ""God's plan isn't derailed by our human nature, but accomplished despite ourselves,"" and mom just laughed at me!!",negative,"I said...""The plan of God isn't thrawted by our humanity, but fulfilled in spite of us."" & mom laughed at me!!","I told her, ""God's plan isn't derailed by our human nature, but accomplished despite ourselves,"" and mom just laughed at me!!",0.16109216
1,@victorfakeout Magina ,"I notice this appears to be a Twitter/social media handle (@victorfakeout) followed by what might be a name or username (Magina). Since this isn't a complete sentence with clear sentiment or meaning to paraphrase, I cannot provide a meaningful rephrasing while maintaining the same sentiment and meaning. Could you please provide a complete sentence for me to paraphrase?",positive,@victorfakeout Magina,"I notice this appears to be a Twitter/social media handle (@victorfakeout) followed by what might be a name or username (Magina). Since this isn't a complete sentence with clear sentiment or meaning to paraphrase, I cannot provide a meaningful rephrasing while maintaining the same sentiment and meaning. Could you please provide a complete sentence for me to paraphrase?",0.5058781
1,"@QUiN_NappyBoy Uh huh.  We shall see, bro!    ","Uh huh. Let's see how this plays out, man!",positive,"@QUiN_NappyBoy Uh huh.  We shall see, bro!","Uh huh. Let's see how this plays out, man!",0.67750305
1,@redpied I love Cumbrian. When I was growing up I could tell the difference between even Wigton and Penrith accents - forgotten how now ,"@redpied I adore the Cumbrian accent. As a child, I was able to distinguish between the accents of Wigton and Penrith - though I've since lost that ability.",negative,@redpied I love Cumbrian. When I was growing up I could tell the difference between even Wigton and Penrith accents - forgotten how now,"@redpied I adore the Cumbrian accent. As a child, I was able to distinguish between the accents of Wigton and Penrith - though I've since lost that ability.",0.07045615
1,"goodelibylode, mon twitters....to the land of  &quot;streaming and itchy eyes, itchy throat and wanting to pull my face off,&quot; I go....c ya xx ","Farewell, my Twitter friends... off to the realm of ""watery, irritated eyes, scratchy throat and the urge to tear my face off,"" I venture... see you later xx",negative,"goodelibylode, mon twitters....to the land of  ""streaming and itchy eyes, itchy throat and wanting to pull my face off,"" I go....c ya xx","Farewell, my Twitter friends... off to the realm of ""watery, irritated eyes, scratchy throat and the urge to tear my face off,"" I venture... see you later xx",0.42087853
4,"A solid cast, assured direction and complete lack of modern day irony.","A strong ensemble, confident filmmaking, and a refreshing absence of contemporary cynicism.",positive,"A solid cast, assured direction and complete lack of modern day irony.","A strong ensemble, confident filmmaking, and a refreshing absence of contemporary cynicism.",0.5389919
1,@decadentluxe That's love. ,That's what love is.,positive,@decadentluxe That's love.,That's what love is.,0.6719119
4,The solid filmmaking and convincing characters makes this a high water mark for this genre.,This genre reaches its pinnacle through strong direction and believable characters.,positive,The solid filmmaking and convincing characters makes this a high water mark for this genre.,This genre reaches its pinnacle through strong direction and believable characters.,0.4162718
4,The movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script error.',The film's descent into meandering nonsense redefines what it means to have a 'fatal script error.',negative,The movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script error.',The film's descent into meandering nonsense redefines what it means to have a 'fatal script error.',0.13055098
1,off to see my grandmother...looks like i'll be missing k&amp;k ,heading to visit my grandma...seems like i won't be able to catch k&k,negative,off to see my grandmother...looks like i'll be missing k&k,heading to visit my grandma...seems like i won't be able to catch k&k,0.31335425
1,@Shaqfrombk yuuuuuuuuuuuuuuuummmmmy!!! ,@Shaqfrombk delicious!!!,positive,@Shaqfrombk yuuuuuuuuuuuuuuuummmmmy!!!,@Shaqfrombk delicious!!!,0.20428121
1,all photos from friday night are up on my myspace  im uploading videos now ,"All the pictures from Friday evening have been posted to my MySpace, and I'm currently uploading the videos.",positive,all photos from friday night are up on my myspace  im uploading videos now,"All the pictures from Friday evening have been posted to my MySpace, and I'm currently uploading the videos.",0.15085399
4,It's just plain lurid when it isn't downright silly.,It's simply garish when it's not being outright ridiculous.,negative,It's just plain lurid when it isn't downright silly.,It's simply garish when it's not being outright ridiculous.,0.44079983
1,@SadaBeuk yeah of course i lost my job a month before it so i couldn't afford to go either. ,@SadaBeuk yes naturally I was let go from work a month prior so I didn't have the money to attend either.,negative,@SadaBeuk yeah of course i lost my job a month before it so i couldn't afford to go either.,@SadaBeuk yes naturally I was let go from work a month prior so I didn't have the money to attend either.,0.2068299
1,Had lovely day yesterday but back to reality today - work!!!!!! ,"Yesterday was wonderful, but now it's back to the real world - time for work!!!!!!",negative,Had lovely day yesterday but back to reality today - work!!!!!!,"Yesterday was wonderful, but now it's back to the real world - time for work!!!!!!",0.22056967
1,@ispymarj He isn`t replying! ,He's not responding!,negative,@ispymarj He isn`t replying!,He's not responding!,0.31696224
1,(@hollywoody) my head hurts  I need a hug,(@hollywoody) I have a headache and could really use a hug,negative,(@hollywoody) my head hurts  I need a hug,(@hollywoody) I have a headache and could really use a hug,0.13079512
1,@mgl71 haha. I think I get your meaning   While I love my family for some reason I'm afraid to tell them I'm on Twitter.,"@mgl71 lol. I understand what you're saying. Even though I adore my family, I somehow feel hesitant to let them know I have a Twitter account.",positive,@mgl71 haha. I think I get your meaning   While I love my family for some reason I'm afraid to tell them I'm on Twitter.,"@mgl71 lol. I understand what you're saying. Even though I adore my family, I somehow feel hesitant to let them know I have a Twitter account.",0.1824609
1,Im going to miss you. I hope its not over ,I'll miss you too. I hope this isn't the end.,negative,Im going to miss you. I hope its not over,I'll miss you too. I hope this isn't the end.,0.3110311
1,"so, it looks like i'm out of the office for another day. good thing i left a couple of danglers on my to do list ","So, seems I'll be away from work for one more day. Fortunately, I kept a few loose ends on my task list.",positive,"so, it looks like i'm out of the office for another day. good thing i left a couple of danglers on my to do list","So, seems I'll be away from work for one more day. Fortunately, I kept a few loose ends on my task list.",0.31583107
1,first day of June... time for a fresh start i think  still got my only heart...,June 1st... I believe it's time for a new beginning. At least I still have my one heart...,positive,first day of June... time for a fresh start i think  still got my only heart...,June 1st... I believe it's time for a new beginning. At least I still have my one heart...,0.19286108
1,I am bored ,I'm feeling uninterested right now.,negative,I am bored,I'm feeling uninterested right now.,0.53164726
1,"@ddlovato PLEASE demi come again to ARGENTINA!!! WE MISS U!!!! love u, and I miss u ",@ddlovato PLEASE Demi return to ARGENTINA!!! WE MISS YOU!!!! I love you and miss you so much,negative,"@ddlovato PLEASE demi come again to ARGENTINA!!! WE MISS U!!!! love u, and I miss u",@ddlovato PLEASE Demi return to ARGENTINA!!! WE MISS YOU!!!! I love you and miss you so much,0.025797904
1,@SerenaMcFLY i'd suggest sit at a window when the sun goes down  always works for me.,@SerenaMcFLY I recommend finding a window seat at sunset - it never fails to help me.,positive,@SerenaMcFLY i'd suggest sit at a window when the sun goes down  always works for me.,@SerenaMcFLY I recommend finding a window seat at sunset - it never fails to help me.,0.25093162
1,"@acetheactor http://twitpic.com/6fmei - Too mighty fine men, if you guys don't mind my saying --- thank you for sharing this pic! ","Two incredibly handsome gentlemen, if I may say so --- thanks for posting this photo!",positive,"@acetheactor http://twitpic.com/6fmei - Too mighty fine men, if you guys don't mind my saying --- thank you for sharing this pic!","Two incredibly handsome gentlemen, if I may say so --- thanks for posting this photo!",0.49494916
1,"@thirstforwine oh poor her  send her some french kisses, I hope she'll get better soon!","@thirstforwine oh bless her heart, give her some French kisses from me, I hope she recovers quickly!",negative,"@thirstforwine oh poor her  send her some french kisses, I hope she'll get better soon!","@thirstforwine oh bless her heart, give her some French kisses from me, I hope she recovers quickly!",0.0896101
4,"At the end, when the now computerized Yoda finally reveals his martial artistry, the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside.","When the digitally-rendered Yoda ultimately displays his combat prowess, the movie soars with such vibrant energy that even the most cynical grown-ups might reconnect with their inner trembling child.",positive,"At the end, when the now computerized Yoda finally reveals his martial artistry, the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside.","When the digitally-rendered Yoda ultimately displays his combat prowess, the movie soars with such vibrant energy that even the most cynical grown-ups might reconnect with their inner trembling child.",0.18697894
1,*EheM* Is gonna try to make pastelillos!  (excuse my not-so-fluent spanish),*Ahem* I'm going to attempt to make pastelillos! (pardon my less-than-perfect Spanish),positive,*EheM* Is gonna try to make pastelillos!  (excuse my not-so-fluent spanish),*Ahem* I'm going to attempt to make pastelillos! (pardon my less-than-perfect Spanish),0.10200906
1,@jonasbrothers i've had a countdown going on every single one of my facebook statuses since like ... 70 something days or maybe more ,"@jonasbrothers I've been posting a countdown in all my Facebook statuses for like... 70+ days now, maybe even longer",positive,@jonasbrothers i've had a countdown going on every single one of my facebook statuses since like ... 70 something days or maybe more,"@jonasbrothers I've been posting a countdown in all my Facebook statuses for like... 70+ days now, maybe even longer",0.043659925
1,Evrything is going so wrong! I need Lou Lou. The old Lou Lou. I miss her. Not this new 'rebel' Lou. Man i miss the old Lou Lou. ,"Everything is falling apart! I need Lou Lou back. The way she used to be. I miss her so much. Not this new rebellious version of Lou. God, I miss the old Lou Lou.",negative,Evrything is going so wrong! I need Lou Lou. The old Lou Lou. I miss her. Not this new 'rebel' Lou. Man i miss the old Lou Lou.,"Everything is falling apart! I need Lou Lou back. The way she used to be. I miss her so much. Not this new rebellious version of Lou. God, I miss the old Lou Lou.",0.1299603
4,...a good film that must have baffled the folks in the marketing department.,...a quality movie that surely left the marketing team scratching their heads.,positive,...a good film that must have baffled the folks in the marketing department.,...a quality movie that surely left the marketing team scratching their heads.,0.27809227
1,@theabyssgazes there is not enough I'm sorry in the world ,@theabyssgazes no amount of apologies could ever be sufficient,negative,@theabyssgazes there is not enough I'm sorry in the world,@theabyssgazes no amount of apologies could ever be sufficient,0.25027555
1,seeing my bestie interact w. her dad makes me miss mine  ..ahh why does fathers day have to be tomorrow=/,"watching my best friend with her father makes me long for my own... ugh, why does father's day have to be tomorrow =/",negative,seeing my bestie interact w. her dad makes me miss mine  ..ahh why does fathers day have to be tomorrow=/,"watching my best friend with her father makes me long for my own... ugh, why does father's day have to be tomorrow =/",0.21871972
4,"Director Paul Cox's unorthodox, abstract approach to visualizing Nijinsky's diaries is both stimulating and demanding.","Director Paul Cox's unconventional, non-traditional method of bringing Nijinsky's diaries to life is simultaneously invigorating and challenging.",positive,"Director Paul Cox's unorthodox, abstract approach to visualizing Nijinsky's diaries is both stimulating and demanding.","Director Paul Cox's unconventional, non-traditional method of bringing Nijinsky's diaries to life is simultaneously invigorating and challenging.",0.12868607
1,@jenny_wade im glad you're happy ,@jenny_wade it makes me happy to see you feeling good,positive,@jenny_wade im glad you're happy,@jenny_wade it makes me happy to see you feeling good,0.19783068
1,Marley and Me was so sad  me and Quazi had a hard time at the ending but we made it through with only watery eyes. No crying :' ( Gnight,Marley and Me was really heartbreaking - Quazi and I struggled with the finale but managed to get through it with just teary eyes. We didn't actually cry :' ( Good night,negative,Marley and Me was so sad  me and Quazi had a hard time at the ending but we made it through with only watery eyes. No crying :' ( Gnight,Marley and Me was really heartbreaking - Quazi and I struggled with the finale but managed to get through it with just teary eyes. We didn't actually cry :' ( Good night,0.13394892
1,@KisseyAsplund i am soooooooo not kidding. i don't mind it. but his room is opposite my parents.  so ill feel for them mostly,"@KisseyAsplund I'm being completely serious. It doesn't bother me, but his room is across from my parents' room, so I mostly feel bad for them.",negative,@KisseyAsplund i am soooooooo not kidding. i don't mind it. but his room is opposite my parents.  so ill feel for them mostly,"@KisseyAsplund I'm being completely serious. It doesn't bother me, but his room is across from my parents' room, so I mostly feel bad for them.",0.16262448
1,Too damn hot again and I've got stuff to do in the garden I can't put off any longer ,"It's way too hot out there, but I have garden work that absolutely needs to get done today.",negative,Too damn hot again and I've got stuff to do in the garden I can't put off any longer,"It's way too hot out there, but I have garden work that absolutely needs to get done today.",0.29589784
1,sis broke my phone  piss off,Sister damaged my phone and I'm really angry about it.,negative,sis broke my phone  piss off,Sister damaged my phone and I'm really angry about it.,0.2374531
4,"Unfortunately, we'd prefer a simple misfire.","Regrettably, we'd rather have a straightforward malfunction.",negative,"Unfortunately, we'd prefer a simple misfire.","Regrettably, we'd rather have a straightforward malfunction.",0.48540783
1,@maddaay haha but the score was tie so that means i beat you at video games  ingrid FTW,"@maddaay lol but since the score was even, that technically means I won against you at gaming - Ingrid for the win!",positive,@maddaay haha but the score was tie so that means i beat you at video games  ingrid FTW,"@maddaay lol but since the score was even, that technically means I won against you at gaming - Ingrid for the win!",0.14461267
4,"A few zingers aside, the writing is indifferent, and Jordan Brady's direction is prosaic.","Apart from a handful of witty remarks, the writing is mediocre, and Jordan Brady's direction is uninspired.",negative,"A few zingers aside, the writing is indifferent, and Jordan Brady's direction is prosaic.","Apart from a handful of witty remarks, the writing is mediocre, and Jordan Brady's direction is uninspired.",0.19733894
4,Disney again ransacks its archives for a quick-buck sequel.,Disney once more raids its vault for an easy-profit follow-up.,negative,Disney again ransacks its archives for a quick-buck sequel.,Disney once more raids its vault for an easy-profit follow-up.,0.37914258
1,Jason Mraz has some voice ... I'm yours ,Jason Mraz has such an incredible voice... I'm Yours,positive,Jason Mraz has some voice ... I'm yours,Jason Mraz has such an incredible voice... I'm Yours,0.054009795
4,"Demme gets a lot of flavor and spice into his Charade remake, but he can't disguise that he's spiffing up leftovers that aren't so substantial or fresh.","Demme manages to inject plenty of zest and flair into his Charade remake, yet he fails to mask the fact that he's merely polishing up reheated material that lacks both substance and originality.",negative,"Demme gets a lot of flavor and spice into his Charade remake, but he can't disguise that he's spiffing up leftovers that aren't so substantial or fresh.","Demme manages to inject plenty of zest and flair into his Charade remake, yet he fails to mask the fact that he's merely polishing up reheated material that lacks both substance and originality.",0.2439903
1,It turns out a glass of hawaiian punch cant replace cake ,"A glass of Hawaiian Punch doesn't make a good substitute for cake, apparently.",negative,It turns out a glass of hawaiian punch cant replace cake,"A glass of Hawaiian Punch doesn't make a good substitute for cake, apparently.",0.1398555
1,"Yeahh boii, got a 25 cent raise at work ","Awesome, just scored a quarter raise at my job!",positive,"Yeahh boii, got a 25 cent raise at work","Awesome, just scored a quarter raise at my job!",0.38274437
1,North Korea Seen Moving Missile To Launchpad... NOOO THE FOOD  http://viigo.im/Ktd,"North Korea Spotted Transporting Missile to Launch Site... OH NO, THE FOOD http://viigo.im/Ktd",negative,North Korea Seen Moving Missile To Launchpad... NOOO THE FOOD  http://viigo.im/Ktd,"North Korea Spotted Transporting Missile to Launch Site... OH NO, THE FOOD http://viigo.im/Ktd",0.10371637
1, tired and feeling rough,exhausted and feeling unwell,negative,tired and feeling rough,exhausted and feeling unwell,0.2949183
1,Monday morning - back to work after a week off. Task 1 - invoicing.  Task 2 - chase late payments ,Monday morning - returning to work following a week's vacation. First task - billing. Second task - follow up on overdue accounts.,negative,Monday morning - back to work after a week off. Task 1 - invoicing.  Task 2 - chase late payments,Monday morning - returning to work following a week's vacation. First task - billing. Second task - follow up on overdue accounts.,0.21585077
1,@Sammi415 i wanna see that ,@Sammi415 I'd like to check that out,negative,@Sammi415 i wanna see that,@Sammi415 I'd like to check that out,0.16082323
1,Chillin ,Relaxing,positive,Chillin,Relaxing,0.6336734
1,i barley have anybody to hang out with now ,I hardly have anyone to spend time with these days,negative,i barley have anybody to hang out with now,I hardly have anyone to spend time with these days,0.50998485
1,@Sarinninja Can't make Bonnaroo   Just been working &amp; waiting for Thursday.  We're going to CLT a day early since I got Fri off after all,@Sarinninja Won't be able to attend Bonnaroo. I've just been working and looking forward to Thursday. We're heading to CLT one day ahead of schedule since I managed to get Friday off in the end.,negative,@Sarinninja Can't make Bonnaroo   Just been working & waiting for Thursday.  We're going to CLT a day early since I got Fri off after all,@Sarinninja Won't be able to attend Bonnaroo. I've just been working and looking forward to Thursday. We're heading to CLT one day ahead of schedule since I managed to get Friday off in the end.,0.11760825
1,@syeelamarlina thanks for get well wish syeela...hope you're doing ok. ,"@syeelamarlina Thank you for the kind recovery wishes, Syeela... I hope you're doing well too.",positive,@syeelamarlina thanks for get well wish syeela...hope you're doing ok.,"@syeelamarlina Thank you for the kind recovery wishes, Syeela... I hope you're doing well too.",0.11162794
4,"At least it's a fairly impressive debut from the director, Charles Stone III.","At the very least, it's quite a remarkable directorial debut from Charles Stone III.",positive,"At least it's a fairly impressive debut from the director, Charles Stone III.","At the very least, it's quite a remarkable directorial debut from Charles Stone III.",0.07322478
1,my ear hurts. ,My ear is aching.,negative,my ear hurts.,My ear is aching.,0.0983479
4,"Plodding, peevish and gimmicky.","Tedious, irritable and contrived.",negative,"Plodding, peevish and gimmicky.","Tedious, irritable and contrived.",0.76364994
1,Blah. First final is at 8 a.m. tomorrow. At least the MAVS play today to destract my studying! ,Ugh. My first exam is at 8 a.m. tomorrow. At least the MAVS are playing today to distract me from studying!,positive,Blah. First final is at 8 a.m. tomorrow. At least the MAVS play today to destract my studying!,Ugh. My first exam is at 8 a.m. tomorrow. At least the MAVS are playing today to distract me from studying!,0.17832017
1,Ah kill me now I'm exhausted... Wish me luck ,I'm completely worn out... Here's hoping for the best,negative,Ah kill me now I'm exhausted... Wish me luck,I'm completely worn out... Here's hoping for the best,0.67139477
1,@sixpegs my friends got quite a bit of things from vietnam  heard that the girls over there are really sweet and nice lol,"@sixpegs my buddies brought back a lot of stuff from Vietnam, and I've been told the women there are incredibly kind and lovely haha",positive,@sixpegs my friends got quite a bit of things from vietnam  heard that the girls over there are really sweet and nice lol,"@sixpegs my buddies brought back a lot of stuff from Vietnam, and I've been told the women there are incredibly kind and lovely haha",0.11901337
1,"getting some music; vacuuming, music makes it fun ","picking up some tunes; doing the vacuuming, music makes it enjoyable",positive,"getting some music; vacuuming, music makes it fun","picking up some tunes; doing the vacuuming, music makes it enjoyable",0.09391177
1,"Headphones on, #Cheaptrick &quot;The Flame&quot; awesome song, ALMOST as good as Joe Walsh &quot;Life's Been Good 2 Me&quot; THAT is a &quot;get high to&quot; song ","Listening to music with my headphones, enjoying Cheap Trick's ""The Flame"" - it's fantastic, though not quite reaching the heights of Joe Walsh's ""Life's Been Good to Me,"" which is perfect for those elevated moments.",positive,"Headphones on, #Cheaptrick ""The Flame"" awesome song, ALMOST as good as Joe Walsh ""Life's Been Good 2 Me"" THAT is a ""get high to"" song","Listening to music with my headphones, enjoying Cheap Trick's ""The Flame"" - it's fantastic, though not quite reaching the heights of Joe Walsh's ""Life's Been Good to Me,"" which is perfect for those elevated moments.",0.34086013
1,That is funny Jenny Christodal! Not very green or PC of the gas-guzzling space-hogging owner.. ,"How amusing, Jenny Christodal! The owner of that fuel-hungry, oversized vehicle certainly isn't being very environmentally conscious or politically correct.",negative,That is funny Jenny Christodal! Not very green or PC of the gas-guzzling space-hogging owner..,"How amusing, Jenny Christodal! The owner of that fuel-hungry, oversized vehicle certainly isn't being very environmentally conscious or politically correct.",0.35798788
1,@ErEf Yay for Chuck!  Half boo for Sarah Connor's death ,@ErEf Hooray for Chuck! Partial disappointment about Sarah Connor dying,negative,@ErEf Yay for Chuck!  Half boo for Sarah Connor's death,@ErEf Hooray for Chuck! Partial disappointment about Sarah Connor dying,0.15005958
1,Not feeling good tonight ,I'm not doing well this evening,negative,Not feeling good tonight,I'm not doing well this evening,0.33887076
1,Chillin on a saturday with nothin to do.  ,Relaxing on a Saturday with no plans.,negative,Chillin on a saturday with nothin to do.,Relaxing on a Saturday with no plans.,0.31023747
4,"The punch lines that miss, unfortunately, outnumber the hits by three-to-one.","The unsuccessful jokes, sadly, exceed the successful ones by a ratio of three to one.",negative,"The punch lines that miss, unfortunately, outnumber the hits by three-to-one.","The unsuccessful jokes, sadly, exceed the successful ones by a ratio of three to one.",0.5215767
4,"The plot has a number of holes, and at times it's simply baffling.","The storyline contains several gaps, and there are moments when it's downright confusing.",negative,"The plot has a number of holes, and at times it's simply baffling.","The storyline contains several gaps, and there are moments when it's downright confusing.",0.50610876
1,@x__RyFi Gotta stay quick on the feet.lol  So did you have eggs with that toast last night?,@x__RyFi Need to keep moving fast haha. Did you eat eggs along with your toast yesterday evening?,positive,@x__RyFi Gotta stay quick on the feet.lol  So did you have eggs with that toast last night?,@x__RyFi Need to keep moving fast haha. Did you eat eggs along with your toast yesterday evening?,0.17645752
1,In my parents' room. I think I'm sleeping here again since my dad's out of town again. Was supposed to go with him. ,I'll be staying in my parents' bedroom again tonight since my father is away on another trip. I was meant to accompany him.,negative,In my parents' room. I think I'm sleeping here again since my dad's out of town again. Was supposed to go with him.,I'll be staying in my parents' bedroom again tonight since my father is away on another trip. I was meant to accompany him.,0.31233096
1,Almost done with the science project ,Nearly finished with the science project,positive,Almost done with the science project,Nearly finished with the science project,0.21297693
1,is missing her niece--julianna. ,She misses her niece Julianna.,negative,is missing her niece--julianna.,She misses her niece Julianna.,0.11438918
1,@davejmatthews the little birdies miss our big bird. ,@davejmatthews the small birds are longing for our large feathered friend.,negative,@davejmatthews the little birdies miss our big bird.,@davejmatthews the small birds are longing for our large feathered friend.,0.18813086
