dataset_id,original,paraphrased,sentiment
1,Resting up from YES graduation festivities ,Taking a break after celebrating the YES graduation,positive
1,"Am asking the universe: &quot;give me tix, flights &amp; accomodation to Melbourne for State of Origin on Wednesday and Broncos V Storm on Friday&quot; ","I'm putting it out to the universe: ""please provide me with tickets, airfare, and lodging in Melbourne for State of Origin on Wednesday and Broncos vs Storm on Friday""",positive
4,"Hardly an objective documentary, but it's great cinematic polemic...love Moore or loathe him, you've got to admire...the intensity with which he's willing to express his convictions.","Far from an impartial documentary, yet it's brilliant cinematic advocacy...whether you adore or despise Moore, you must respect...the fervor with which he articulates his beliefs.",positive
1,@cynthia_yo I'm sick too! ,@cynthia_yo I'm also feeling unwell!,negative
1,@Lhriangel I've just finished exams but now I have a teaching prac all week next week... one of the unforeseen circumstances ,"@Lhriangel I just wrapped up my exams, but I've got a teaching practicum scheduled for the entire upcoming week... definitely one of those unexpected situations",negative
1,"@Vanessa_Oconnel don't move, but let's take a roadtrip soon. please? ","@Vanessa_Oconnel stay put for now, but we should go on a roadtrip together soon. pretty please?",positive
1,@officialmgnfox Your cat was beautiful... So sorry for your loss ,Your cat was gorgeous... I'm so sorry you lost them,negative
1,oh great! H1N1 .. what the hell ! i hope my travel plan goes on well ,Oh wonderful! H1N1... seriously?! I really hope my trip doesn't get disrupted.,negative
1,Okay so now my twitter feed is now just updating my facebook status.  No more blogs.  ,"Alright, so my Twitter posts are just going to update my Facebook status from now on. I'm done with blogging.",positive
1,season finale of Keeping up with the Kardashians tonight in the UK   @KhloeKardashian when's the next series?,The Keeping up with the Kardashians season finale airs tonight in the UK @KhloeKardashian when does the next season start?,negative
1,guess no earthquake swalled up the barsluts and liars!  too bad.....maybe the TRUTH will. Because we all know the TRUTH shall prevail! ;),"I suppose no natural disaster consumed the dishonest people at the bars! Unfortunately... perhaps honesty will defeat them instead. After all, we know that truth always triumphs in the end! ;)",negative
4,I'm not sure which will take longer to heal: the welt on Johnny Knoxville's stomach from a riot-control projectile or my own tortured psyche.,I don't know what will recover first: the bruise on Johnny Knoxville's abdomen from a crowd-control weapon or my own traumatized mind.,negative
4,"It's clear why Deuces Wild, which was shot two years ago, has been gathering dust on MGM's shelf.","It's obvious why Deuces Wild, filmed two years back, has been sitting untouched in MGM's vault.",negative
1,just realized i can bike from my house to this awesome chinese food place and go on hardly any highway  love was the rents teach me,I just discovered I can cycle from home to this amazing Chinese restaurant while barely touching any main roads - really appreciate my parents for teaching me how to ride,positive
1,Wondering how the hell to get out of this dreadful sleep cycle. I'm EXHAUSTED but I can't sleep! Aargh ,Trying to figure out how on earth to break free from this awful sleep pattern. I'm WORN OUT yet I can't fall asleep! Ugh,negative
1,just seen wolverine...twas really FANTASTIC!!!  i LOVE YOU HUGH JACKMAN!!!,I just watched Wolverine... it was absolutely AMAZING!!! I ADORE YOU HUGH JACKMAN!!!,positive
1,wish i coulda gone to red white and boom ,I really wanted to attend Red White and Boom,negative
1,My poor little baby has a fever from his shots   He looks so miserable,My sweet little one is running a temperature from his vaccinations   He appears so uncomfortable,negative
4,I hate the feeling of having been slimed in the name of High Art.,I despise the sensation of being exploited under the guise of sophisticated culture.,negative
4,"If villainous vampires are your cup of blood, Blade 2 is definitely a cut above the rest.","If you have a taste for malevolent bloodsuckers, Blade 2 certainly stands out from the crowd.",positive
4,"No big whoop, nothing new to see, zero thrills, too many flashbacks and a choppy ending make for a bad film.","Nothing special here, same old stuff, completely boring, excessive flashbacks and a disjointed conclusion result in a terrible movie.",negative
4,"It's a lovely, sad dance highlighted by Kwan's unique directing style.","It's a beautiful, melancholic dance enhanced by Kwan's distinctive directorial approach.",positive
4,Aggressive self-glorification and a manipulative whitewash.,Self-aggrandizing propaganda and a deceptive cover-up.,negative
1,"@hotmanila Haha! If your journey of discovery turns out to be bogus, forget fengshui &amp; start going out on dates again. ","@hotmanila Haha! If this path of self-discovery ends up being nonsense, ditch the feng shui and get back to dating!",positive
1,Angels and Demons is cool!!!! ,Angels and Demons is amazing!!!!,positive
1,@rockchick_30 haha It'll be autumn before we know it...snow next!  x,@rockchick_30 haha Autumn will be here in no time...then it's snow season! x,positive
1,"@awlred they dont exist  however, anodising services do exist, so i could get it done *-)","@awlred they're not a thing, but anodizing services are available, so I could have it done *-)",negative
1,@ladysinh http://twitpic.com/7ej8y - awesome shot. Did you show it to Gil? ,@ladysinh http://twitpic.com/7ej8y - amazing photo. Have you shared it with Gil?,positive
1,is sad that she cant go to the movies cuz everyones busy. ,is disappointed that she's unable to go to the movies since everyone has other commitments.,negative
1,2nd day of workout... and no sig... ,Second day of training... still no signal...,positive
1,@GayleWriter oooo good luck! But seriously I hear that's super hot right now anyway ,@GayleWriter Wishing you the best! I've actually heard that's really in demand these days too,positive
1,"Last night's dreams were better. Flying (again), but in Hawaii instead of my usual flights around Seattle. Landed on a gorgeous beach. ","My dreams improved last night. Another flying dream, though this time I soared over Hawaii rather than my typical Seattle routes. Touched down on a beautiful beach.",positive
4,What (Frei) gives us ... is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows.,What Frei provides is an artist who exploits the aftermath of conflict -- rather than the combat itself -- to produce the type of aesthetic images that populate gallery exhibitions.,positive
1,Is blasting TUNES!!! And ignoring the bangs of my neighbours LMFAO!!! Shut up Maaan! ,Playing music LOUD!!! And totally disregarding my neighbors' pounding HAHA!!! Be quiet Dude!,positive
1,extremely bored... last day of schoo ,So bored... final day of school,negative
1,"my lip is swollen, i look like the elephant man  i can hear the angry villagers with pitchforks already ",My lip is so puffy that I resemble the Elephant Man - I can already hear the furious mob approaching with their pitchforks.,negative
1,@MissNattyBaby OMGGG!!!!!!!!! THANKS ALOT!!  Love You Sex oxoxoxo &lt;3,@MissNattyBaby OH MY GOODNESS!!!!!!!!! THANK YOU SO MUCH!! Love You Lots xoxoxo &lt;3,negative
1,@plutobob Awesome  We rule! ;),@plutobob Fantastic! We're crushing it! ;),positive
1,"I said...&quot;The plan of God isn't thrawted by our humanity, but fulfilled in spite of us.&quot; &amp; mom laughed at me!! ","I told her, ""God's plan isn't derailed by our human nature, but accomplished despite ourselves,"" and mom just laughed at me!!",negative
1,@victorfakeout Magina ,"I notice this appears to be a Twitter/social media handle (@victorfakeout) followed by what might be a name or username (Magina). Since this isn't a complete sentence with clear sentiment or meaning to paraphrase, I cannot provide a meaningful rephrasing while maintaining the same sentiment and meaning. Could you please provide a complete sentence for me to paraphrase?",positive
1,"@QUiN_NappyBoy Uh huh.  We shall see, bro!    ","Uh huh. Let's see how this plays out, man!",positive
1,@redpied I love Cumbrian. When I was growing up I could tell the difference between even Wigton and Penrith accents - forgotten how now ,"@redpied I adore the Cumbrian accent. As a child, I was able to distinguish between the accents of Wigton and Penrith - though I've since lost that ability.",negative
1,"goodelibylode, mon twitters....to the land of  &quot;streaming and itchy eyes, itchy throat and wanting to pull my face off,&quot; I go....c ya xx ","Farewell, my Twitter friends... off to the realm of ""watery, irritated eyes, scratchy throat and the urge to tear my face off,"" I venture... see you later xx",negative
4,"A solid cast, assured direction and complete lack of modern day irony.","A strong ensemble, confident filmmaking, and a refreshing absence of contemporary cynicism.",positive
1,@decadentluxe That's love. ,That's what love is.,positive
4,The solid filmmaking and convincing characters makes this a high water mark for this genre.,This genre reaches its pinnacle through strong direction and believable characters.,positive
4,The movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script error.',The film's descent into meandering nonsense redefines what it means to have a 'fatal script error.',negative
1,off to see my grandmother...looks like i'll be missing k&amp;k ,heading to visit my grandma...seems like i won't be able to catch k&k,negative
1,@Shaqfrombk yuuuuuuuuuuuuuuuummmmmy!!! ,@Shaqfrombk delicious!!!,positive
1,all photos from friday night are up on my myspace  im uploading videos now ,"All the pictures from Friday evening have been posted to my MySpace, and I'm currently uploading the videos.",positive
4,It's just plain lurid when it isn't downright silly.,It's simply garish when it's not being outright ridiculous.,negative
1,@SadaBeuk yeah of course i lost my job a month before it so i couldn't afford to go either. ,@SadaBeuk yes naturally I was let go from work a month prior so I didn't have the money to attend either.,negative
1,Had lovely day yesterday but back to reality today - work!!!!!! ,"Yesterday was wonderful, but now it's back to the real world - time for work!!!!!!",negative
1,@ispymarj He isn`t replying! ,He's not responding!,negative
1,(@hollywoody) my head hurts  I need a hug,(@hollywoody) I have a headache and could really use a hug,negative
1,@mgl71 haha. I think I get your meaning   While I love my family for some reason I'm afraid to tell them I'm on Twitter.,"@mgl71 lol. I understand what you're saying. Even though I adore my family, I somehow feel hesitant to let them know I have a Twitter account.",positive
1,Im going to miss you. I hope its not over ,I'll miss you too. I hope this isn't the end.,negative
1,"so, it looks like i'm out of the office for another day. good thing i left a couple of danglers on my to do list ","So, seems I'll be away from work for one more day. Fortunately, I kept a few loose ends on my task list.",positive
1,first day of June... time for a fresh start i think  still got my only heart...,June 1st... I believe it's time for a new beginning. At least I still have my one heart...,positive
1,I am bored ,I'm feeling uninterested right now.,negative
1,"@ddlovato PLEASE demi come again to ARGENTINA!!! WE MISS U!!!! love u, and I miss u ",@ddlovato PLEASE Demi return to ARGENTINA!!! WE MISS YOU!!!! I love you and miss you so much,negative
1,@SerenaMcFLY i'd suggest sit at a window when the sun goes down  always works for me.,@SerenaMcFLY I recommend finding a window seat at sunset - it never fails to help me.,positive
1,"@acetheactor http://twitpic.com/6fmei - Too mighty fine men, if you guys don't mind my saying --- thank you for sharing this pic! ","Two incredibly handsome gentlemen, if I may say so --- thanks for posting this photo!",positive
1,"@thirstforwine oh poor her  send her some french kisses, I hope she'll get better soon!","@thirstforwine oh bless her heart, give her some French kisses from me, I hope she recovers quickly!",negative
4,"At the end, when the now computerized Yoda finally reveals his martial artistry, the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside.","When the digitally-rendered Yoda ultimately displays his combat prowess, the movie soars with such vibrant energy that even the most cynical grown-ups might reconnect with their inner trembling child.",positive
1,*EheM* Is gonna try to make pastelillos!  (excuse my not-so-fluent spanish),*Ahem* I'm going to attempt to make pastelillos! (pardon my less-than-perfect Spanish),positive
1,@jonasbrothers i've had a countdown going on every single one of my facebook statuses since like ... 70 something days or maybe more ,"@jonasbrothers I've been posting a countdown in all my Facebook statuses for like... 70+ days now, maybe even longer",positive
1,Evrything is going so wrong! I need Lou Lou. The old Lou Lou. I miss her. Not this new 'rebel' Lou. Man i miss the old Lou Lou. ,"Everything is falling apart! I need Lou Lou back. The way she used to be. I miss her so much. Not this new rebellious version of Lou. God, I miss the old Lou Lou.",negative
4,...a good film that must have baffled the folks in the marketing department.,...a quality movie that surely left the marketing team scratching their heads.,positive
1,@theabyssgazes there is not enough I'm sorry in the world ,@theabyssgazes no amount of apologies could ever be sufficient,negative
1,seeing my bestie interact w. her dad makes me miss mine  ..ahh why does fathers day have to be tomorrow=/,"watching my best friend with her father makes me long for my own... ugh, why does father's day have to be tomorrow =/",negative
4,"Director Paul Cox's unorthodox, abstract approach to visualizing Nijinsky's diaries is both stimulating and demanding.","Director Paul Cox's unconventional, non-traditional method of bringing Nijinsky's diaries to life is simultaneously invigorating and challenging.",positive
1,@jenny_wade im glad you're happy ,@jenny_wade it makes me happy to see you feeling good,positive
1,Marley and Me was so sad  me and Quazi had a hard time at the ending but we made it through with only watery eyes. No crying :' ( Gnight,Marley and Me was really heartbreaking - Quazi and I struggled with the finale but managed to get through it with just teary eyes. We didn't actually cry :' ( Good night,negative
1,@KisseyAsplund i am soooooooo not kidding. i don't mind it. but his room is opposite my parents.  so ill feel for them mostly,"@KisseyAsplund I'm being completely serious. It doesn't bother me, but his room is across from my parents' room, so I mostly feel bad for them.",negative
1,Too damn hot again and I've got stuff to do in the garden I can't put off any longer ,"It's way too hot out there, but I have garden work that absolutely needs to get done today.",negative
1,sis broke my phone  piss off,Sister damaged my phone and I'm really angry about it.,negative
4,"Unfortunately, we'd prefer a simple misfire.","Regrettably, we'd rather have a straightforward malfunction.",negative
1,@maddaay haha but the score was tie so that means i beat you at video games  ingrid FTW,"@maddaay lol but since the score was even, that technically means I won against you at gaming - Ingrid for the win!",positive
4,"A few zingers aside, the writing is indifferent, and Jordan Brady's direction is prosaic.","Apart from a handful of witty remarks, the writing is mediocre, and Jordan Brady's direction is uninspired.",negative
4,Disney again ransacks its archives for a quick-buck sequel.,Disney once more raids its vault for an easy-profit follow-up.,negative
1,Jason Mraz has some voice ... I'm yours ,Jason Mraz has such an incredible voice... I'm Yours,positive
4,"Demme gets a lot of flavor and spice into his Charade remake, but he can't disguise that he's spiffing up leftovers that aren't so substantial or fresh.","Demme manages to inject plenty of zest and flair into his Charade remake, yet he fails to mask the fact that he's merely polishing up reheated material that lacks both substance and originality.",negative
1,It turns out a glass of hawaiian punch cant replace cake ,"A glass of Hawaiian Punch doesn't make a good substitute for cake, apparently.",negative
1,"Yeahh boii, got a 25 cent raise at work ","Awesome, just scored a quarter raise at my job!",positive
1,North Korea Seen Moving Missile To Launchpad... NOOO THE FOOD  http://viigo.im/Ktd,"North Korea Spotted Transporting Missile to Launch Site... OH NO, THE FOOD http://viigo.im/Ktd",negative
1, tired and feeling rough,exhausted and feeling unwell,negative
1,Monday morning - back to work after a week off. Task 1 - invoicing.  Task 2 - chase late payments ,Monday morning - returning to work following a week's vacation. First task - billing. Second task - follow up on overdue accounts.,negative
1,@Sammi415 i wanna see that ,@Sammi415 I'd like to check that out,negative
1,Chillin ,Relaxing,positive
1,i barley have anybody to hang out with now ,I hardly have anyone to spend time with these days,negative
1,@Sarinninja Can't make Bonnaroo   Just been working &amp; waiting for Thursday.  We're going to CLT a day early since I got Fri off after all,@Sarinninja Won't be able to attend Bonnaroo. I've just been working and looking forward to Thursday. We're heading to CLT one day ahead of schedule since I managed to get Friday off in the end.,negative
1,@syeelamarlina thanks for get well wish syeela...hope you're doing ok. ,"@syeelamarlina Thank you for the kind recovery wishes, Syeela... I hope you're doing well too.",positive
4,"At least it's a fairly impressive debut from the director, Charles Stone III.","At the very least, it's quite a remarkable directorial debut from Charles Stone III.",positive
1,my ear hurts. ,My ear is aching.,negative
4,"Plodding, peevish and gimmicky.","Tedious, irritable and contrived.",negative
1,Blah. First final is at 8 a.m. tomorrow. At least the MAVS play today to destract my studying! ,Ugh. My first exam is at 8 a.m. tomorrow. At least the MAVS are playing today to distract me from studying!,positive
1,Ah kill me now I'm exhausted... Wish me luck ,I'm completely worn out... Here's hoping for the best,negative
1,@sixpegs my friends got quite a bit of things from vietnam  heard that the girls over there are really sweet and nice lol,"@sixpegs my buddies brought back a lot of stuff from Vietnam, and I've been told the women there are incredibly kind and lovely haha",positive
1,"getting some music; vacuuming, music makes it fun ","picking up some tunes; doing the vacuuming, music makes it enjoyable",positive
1,"Headphones on, #Cheaptrick &quot;The Flame&quot; awesome song, ALMOST as good as Joe Walsh &quot;Life's Been Good 2 Me&quot; THAT is a &quot;get high to&quot; song ","Listening to music with my headphones, enjoying Cheap Trick's ""The Flame"" - it's fantastic, though not quite reaching the heights of Joe Walsh's ""Life's Been Good to Me,"" which is perfect for those elevated moments.",positive
1,That is funny Jenny Christodal! Not very green or PC of the gas-guzzling space-hogging owner.. ,"How amusing, Jenny Christodal! The owner of that fuel-hungry, oversized vehicle certainly isn't being very environmentally conscious or politically correct.",negative
1,@ErEf Yay for Chuck!  Half boo for Sarah Connor's death ,@ErEf Hooray for Chuck! Partial disappointment about Sarah Connor dying,negative
1,Not feeling good tonight ,I'm not doing well this evening,negative
1,Chillin on a saturday with nothin to do.  ,Relaxing on a Saturday with no plans.,negative
4,"The punch lines that miss, unfortunately, outnumber the hits by three-to-one.","The unsuccessful jokes, sadly, exceed the successful ones by a ratio of three to one.",negative
4,"The plot has a number of holes, and at times it's simply baffling.","The storyline contains several gaps, and there are moments when it's downright confusing.",negative
1,@x__RyFi Gotta stay quick on the feet.lol  So did you have eggs with that toast last night?,@x__RyFi Need to keep moving fast haha. Did you eat eggs along with your toast yesterday evening?,positive
1,In my parents' room. I think I'm sleeping here again since my dad's out of town again. Was supposed to go with him. ,I'll be staying in my parents' bedroom again tonight since my father is away on another trip. I was meant to accompany him.,negative
1,Almost done with the science project ,Nearly finished with the science project,positive
1,is missing her niece--julianna. ,She misses her niece Julianna.,negative
1,@davejmatthews the little birdies miss our big bird. ,@davejmatthews the small birds are longing for our large feathered friend.,negative
1,@Shellbell301 well i hurt my back awhile ago like couple months but it got better and i fell on de floor today and sprained it again ,"@Shellbell301 I injured my back a few months ago and it healed, but I fell on the floor today and sprained it once more",negative
1,@skula wow my last reply made like no sense.  I think It's time for bed ,@skula wow my previous response was completely incoherent. I think I need to get some sleep,positive
1,@TooLegit2Twit  x,"I need the actual sentence you'd like me to paraphrase. The message ""@TooLegit2Twit  x"" appears to be a Twitter/X username or handle rather than a complete sentence. Please provide the sentence you want paraphrased.",positive
1,apple scented candles are great ,Apple-scented candles are wonderful.,positive
4,Manages to accomplish what few sequels can -- it equals the original and in some ways even betters it.,Achieves what rarely happens with sequels -- it matches the original and in certain aspects even surpasses it.,positive
1,"@lewisbostock Failed miserably on the 1st day of diet. Good start weetbix, then butter chicken for lunch and casserole &amp; bread for tea ","@lewisbostock Completely bombed day one of my diet. Started well with weetbix, but then had butter chicken at lunch and casserole with bread for dinner",negative
1,"@koist  go on then, tell all about this riverting dream about @rustyrockets ","@koist alright then, share everything about this fascinating dream you had about @rustyrockets",positive
1,"im lonely  keep me company! 22 female, Parkersburg - West Virginia","I'm feeling alone and would love some companionship! I'm a 22-year-old woman from Parkersburg, West Virginia.",negative
1,&quot;He's just not that into you...&quot; &lt;3 this movie! ,"""He's Just Not That Into You..."" ❤️ love this film!",positive
1,"@ben_woodward Thank you Sir, really glad to hear that. ","@ben_woodward I truly appreciate that, Sir. It's wonderful to hear.",positive
1,Something bad has happened to my tummy ,My stomach is having issues,negative
1,"@angandrada  Oh, ) Good luck to you!  It's okay that you didn't win in the Playtime Playmate search. Still support you here.","@angandrada Oh, ) Best wishes to you! No worries about not winning the Playtime Playmate search. I'm still here supporting you.",positive
1,@followCHRISTINE wish I were there to enjoy dim sum with you   hope it's good!,@followCHRISTINE I wish I could be there sharing dim sum with you - hope it's delicious!,negative
1,Counting down the days. Not long now till i can have a full week in the sun. ,Just a matter of days before I can enjoy an entire week basking in the sunshine.,positive
1,@darylyoung an amazing talented friend who made me this video   http://bit.ly/tUVaG,@darylyoung a wonderfully gifted friend who created this video for me   http://bit.ly/tUVaG,positive
1,We're down due to hardware failure...  we'll be back online shortly,We're experiencing downtime from a hardware malfunction... we'll restore service soon,negative
1,Its a fuckin monsoon outside!! ,It's an absolute downpour out there!!,negative
4,"This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts.","This film is a paint-by-numbers killing spree, as tedious to endure as reciting the alphabet, even with some spectacular gunfights thrown in.",negative
1,why twiiter on cp isn't working on sun? ,Why isn't Twitter working on my computer on Sunday?,negative
1,We're &quot;re-hearing&quot; our songs!  haha translated: &quot;listening to!&quot;  haha  ,"We're ""re-hearing"" our tracks! lol in other words: ""giving them a listen!"" lol",positive
4,"Infidelity drama is nicely shot, well-edited and features a standout performance by Diane Lane.","The adultery-themed film boasts beautiful cinematography, skillful editing, and a remarkable performance from Diane Lane.",positive
4,"Everything's serious, poetic, earnest and -- sadly -- dull.","Everything is solemn, lyrical, sincere and -- unfortunately -- boring.",negative
1,"@Stubbs no, Although I don't know why. That really would be great, more players online ","@Stubbs No, though I'm not sure why. That would be fantastic - more online players would be amazing.",positive
4,"Hollywood Ending is not show-stoppingly hilarious, but scathingly witty nonetheless.","Hollywood Ending may not be uproariously funny, but it's still bitingly clever.",positive
1,@avmaster Thank you! ,@avmaster Thanks so much!,positive
1,IDIOTat)webnatu I love your pencil drawings on your website  th*nks for the follow (AnthonyFilice) #IDIOT,"I adore the pencil artwork on your website, thank you for following me (AnthonyFilice) #IDIOT",positive
1,it's ahyajriah!!! thank u!!! 'preciate it....luv ahyajriah!!! ,It's Ahyajriah!!! Thank you!!! I appreciate it... love Ahyajriah!!!,positive
4,Mama Africa pretty much delivers on that promise.,Mama Africa largely lives up to that expectation.,positive
1,"@FragileBubble hahaha i dread to think how many ive done today lol nitey nite, enjoy highway again  x","@FragileBubble hahaha I don't even want to know how many I've done today lol goodnight, have fun with highway again x",positive
1,@Shoebuy_News I should have gone ,I ought to have attended,negative
1,St. Augustine today with a friend then tomorrow back on the road ,"Visiting St. Augustine with a friend today, then hitting the road again tomorrow",negative
1,@veronica78 me too  i hope they stick around a few more years (yeah its greedy of me but i'm not ready for good bye),"@veronica78 same here, I'm hoping they stay for several more years (I know it's selfish but I'm just not prepared to say farewell yet)",negative
1,well haha to her if her tweets to jon got lost in the thousands...he will never see the s**t she writes ,"Well, too bad for her if her tweets to Jon got buried among thousands of others... he'll never see the nonsense she posts.",positive
4,Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen.,Without question the most insightful cinematic exploration of anti-Semitism's underlying origins ever portrayed in fiction.,positive
1,AJ makes me laugh so much  and I keep tryna not have another anxiety attack.,AJ has me cracking up constantly while I'm struggling to ward off another panic attack.,positive
1,movie awards ,film accolades,positive
1,@snow_whitex gratz on your tix. sux u will be poor tho  I am trying to get pj harvey tix too but debating my $$s too ,@snow_whitex congrats on getting tickets! too bad you'll be broke though. I'm also trying to score pj harvey tickets but wrestling with my budget too,negative
1,If you are from San Jose/ Sunnyvale/ Fremont and so on Holler at me  with @Gauravbhargava .. testing out some localization tools ,"If you're from San Jose, Sunnyvale, Fremont, or nearby areas, hit me up with @Gauravbhargava... we're experimenting with some localization tools",positive
1,myspace.com/ajaypage...............!!!!!check me out ,Check out my MySpace page at myspace.com/ajaypage!,positive
1,"haaaa watching icarly, i miss my dog. i always watch icarly with her ","ahhhh watching iCarly, I miss my dog so much. We always watch iCarly together",negative
1,T minus one hour. I'm totally stoked haha ,One hour to go. I'm absolutely pumped haha,positive
1,How is everyone on this gorgeous Saturday morning????  ,How's everyone doing on this beautiful Saturday morning????,positive
1,"Exams were brilliant! I am sooo hoping for good results  Can't wait for it to be over!Yay, tÃ¡ sÃ© an deireadh seactaine (it's the weekend)!","The exams went amazingly well! I'm really hoping for great results. So excited for it all to be finished! Woohoo, it's the weekend!",positive
1,Slept for a good twelve hours. It was inspired by crazy rain and comfy blankets. All it lacked was a fluffy kitty ,"I enjoyed a wonderful twelve-hour sleep, brought on by the soothing rain and cozy blankets, though the only thing missing was a cuddly cat.",negative
1,@charlottehali yes I'm finally home xD now I'm gonna have a shower  have fun with playing the guitar sweety ;),@charlottehali yay I'm back at last xD time to hop in the shower  enjoy your guitar session hun ;),positive
1,"Before I have to check out the new TTR Dave Matthews Band .. just loaded it, but that takes some time  .. ready for the beats now ","Before I need to listen to the new TTR Dave Matthews Band... just downloaded it, but that's going to take a while... ready for the music now",positive
1,it was weird not seeing him today. ,It felt strange that he wasn't around today.,negative
1,@Lawschoolblows Eff off you EFFING effer!!  I love you... XxX http://effing.cc,@Lawschoolblows Get lost you absolute jerk!! I adore you... XxX http://effing.cc,positive
1,Woo-hoo! I was asked to go on tour with NewFoundGlory as an occasional STAGE guitarist!!! .......then I woke up.   it was sooo real! FML,Yes! I got invited to tour with NewFoundGlory as a guest stage guitarist!!! .......and then reality hit - it was just a dream. It felt incredibly vivid! My life sucks.,negative
1,"@jatzykowskaja @nitty_gritty Oh, that's a profession of my dream  (almost)","@jatzykowskaja @nitty_gritty Oh, that's nearly my dream job",positive
1,"@jeffkenny hells yes, I have my own spot at the bar now ","@jeffkenny absolutely, I've got my regular seat at the bar these days",positive
4,All the characters are clinically depressed and have abandoned their slim hopes and dreams.,Every character suffers from clinical depression and has given up on their meager aspirations and ambitions.,negative
1,Argh the scab on my ear is bleedin ,"Ugh, the scab on my ear has started bleeding.",negative
4,"Even on its own ludicrous terms, The Sum of All Fears generates little narrative momentum, and invites unflattering comparisons to other installments in the Ryan series.","Despite operating within its own absurd framework, The Sum of All Fears fails to build any real narrative drive and provokes disappointing comparisons with other entries in the Ryan franchise.",negative
1,"watched fantastic four film earlier with kids, was rubbish ","saw the fantastic four movie with the children earlier, it was terrible",negative
1,"hanging with Jade, she has down syndrome! ","spending time with Jade, who has Down syndrome!",positive
4,The film is impressive for the sights and sounds of the wondrous beats the world has to offer.,The movie is remarkable for its stunning visuals and audio of the magnificent creatures our world provides.,positive
1,8 outta 10 catz then an early night - work in the morning ,8 out of 10 cats followed by an early bedtime - have to work tomorrow morning,negative
1,"@iamdiddy hi ya  jes is dis really DIDDY!??brand new 2 dis,da Twitter Crazy jst hittin Irish Shores now!love ur music, ur a LEGEND!! xx","@iamdiddy Hello! Is this really DIDDY?! I'm brand new to this - Twitter is just now becoming popular in Ireland! I love your music, you're a LEGEND!! xx",positive
1,Listening to Madina Lake. Im inlove with then ,I'm listening to Madina Lake and I'm in love with them.,positive
1,Still working on my laundry. And now I have to mark 23 maths assessments! Sunday? Not really! ,"Still tackling my laundry, and I've got 23 math tests to grade too! So much for a relaxing Sunday!",negative
1,says update update.  http://plurk.com/p/110oe3,indicates refresh refresh. http://plurk.com/p/110oe3,positive
4,"He's just a sad aristocrat in tattered finery, and the film seems as deflated as he does.","He's merely a melancholy nobleman dressed in worn-out elegance, and the movie appears as dispirited as its protagonist.",negative
1,"&quot;Dogs and cats living together. Mass hysteria!&quot; Brilliant  Quick quiz, without searching for it, what film is that from?","""Felines and canines cohabitating. Complete pandemonium!"" Absolutely genius. Pop quiz - no cheating by looking it up - which movie does that line come from?",positive
1,I am at school in graphic arts! ,I'm studying graphic arts at school!,positive
1,@CforrClemmensen phewph ur not bleeding but theres a mark ,@CforrClemmensen whew you're not bleeding but there's a mark,negative
4,Despite modest aspirations its occasional charms are not to be dismissed.,"Though it has humble ambitions, its intermittent appeal shouldn't be overlooked.",positive
1,Having one of them day's I feel so sad.. I hate songs that bring back the bad days.   I hate that I miss Willam,It's one of those days where sadness overwhelms me... I can't stand music that resurrects painful memories. I despise how much I long for Willam.,negative
1,@EmeraldCityStar Grandparents house  So Bex &amp; I can finally have a raft while camping!!,@EmeraldCityStar At the grandparents' place - Bex and I can at last get a raft for our camping trips!!,positive
1,following alot more ppl now ,now following many more people,positive
1,ahh good night! fun weekend planned than road trip to see my baby on tuesday! ,"Ahh goodnight! Exciting weekend ahead, then hitting the road Tuesday to visit my sweetheart!",positive
4,"And Lee seems just as expectant of an adoring, wide-smiling reception.","And Lee appears equally anticipatory of a warm, beaming welcome.",positive
1,Currently at work wishing I was at Bamboozle! ,"At the office right now, but really wish I could be at Bamboozle instead!",negative
1,@muz Sounds excellent. ,@muz That sounds wonderful.,positive
1,bout tooh go tooh sleep ,about to go to sleep,positive
1,Dying my hur! ,Coloring my hair!,positive
1,is in it boreddddd ,I'm so bored right now.,negative
1,@PreppyGORE lol you're so random!! did it taste nice!! sucks cock that you're not gonna be in science nor more  Sulk time lol,@PreppyGORE haha you're so unpredictable!! was it good?? it really sucks that you won't be in science anymore. Time to be sad lol,negative
1,"soooo tired &amp; caffeine withdrawal headache, i hope this doesn't last for 2 many days ",I'm completely exhausted and dealing with a caffeine withdrawal headache - really hoping this won't go on for too many more days.,negative
4,A poignant lyricism runs through Balzac and the Little Chinese Seamstress that transforms this story about love and culture into a cinematic poem.,Balzac and the Little Chinese Seamstress is infused with a touching poetic quality that elevates this tale of romance and cultural discovery into a lyrical work of cinema.,positive
1,STUPID FUCKEN CRUISER BOTTLES WONT OPEN  ALMOST CUT MY HAND OPEN TRYING TO OPEN THEM.SOMEONE OPEN IT PLEASE ?? &amp; SORRY FOR MY LANGUAGE,These infuriating cruiser bottles are impossible to open - I nearly sliced my hand trying to get them open. Can someone please help me open this? Apologies for the strong language.,negative
